n,d,s,seed,case,sketch_err_logits_hs,sketch_err_output_hs,fp_err_logits_hs,fp_err_output_hs,total_err_logits_hs,total_err_output_hs,ref_logits_hs,ref_output_hs,runtime_ms
128,32,8,1,full_fp16_sk8,267.895047847961,24.594647998470908,0.16983808681747375,0.0358603350951466,267.8894955459774,24.59418539061142,124.08058563530594,8.7759610188152,1.6295070017804392
128,32,16,1,full_fp16_sk16,170.36083510776226,13.709549886572397,0.10791937176317082,0.02364334178564595,170.37115933230226,13.71048475504902,124.08058563530594,8.7759610188152,1.7878329963423312
128,32,24,1,full_fp16_sk24,145.1612468755592,12.148412087742763,0.10187349448792021,0.01814753883873408,145.15948671010628,12.14757455331577,124.08058563530594,8.7759610188152,1.9795949992840178
128,32,32,1,full_fp16_sk32,136.72964255439973,11.046000638417054,0.09733065712875368,0.018701827221124543,136.7273811380174,11.044951170597983,124.08058563530594,8.7759610188152,2.1492340019904077
128,32,8,1,mixed_fp16_sk8,267.895047847961,24.594647998470908,0.14392729755259012,0.02205851212719566,267.8898109791878,24.593103932542085,124.08058563530594,8.7759610188152,0.8210070009226911
128,32,16,1,mixed_fp16_sk16,170.36083510776226,13.709549886572397,0.08970710629382811,0.010525087448937076,170.37131590422442,13.709769110731623,124.08058563530594,8.7759610188152,0.5164469985174946
128,32,24,1,mixed_fp16_sk24,145.1612468755592,12.148412087742763,0.08475617549933463,0.0105083896723594,145.1596277066558,12.148577059353814,124.08058563530594,8.7759610188152,0.4968110006302595
128,32,32,1,mixed_fp16_sk32,136.72964255439973,11.046000638417054,0.07956611229465059,0.008804942867473258,136.72752373789282,11.045973005858828,124.08058563530594,8.7759610188152,0.6337999948300421
128,32,8,1,fp8_store_sk8,267.895047847961,24.594647998470908,19.34802662326916,2.779237068217436,265.34797353230243,24.46297436858526,124.08058563530594,8.7759610188152,1.224849998834543
128,32,16,1,fp8_store_sk16,170.36083510776226,13.709549886572397,11.572079474272568,1.3669040332889903,169.44360797233514,13.5055591765702,124.08058563530594,8.7759610188152,2.8706970042549074
